25
25654122|25
27799772|22
40001592|0
40002008|25
40011611|25
40013040|25
40014110|24
40016111|24
40017644|23
40019895|25
40019989|25
40020854|24
40021144|23
40021336|25
40021718|15
40022105|3
40022978|24
40024460|24
40024912|25
40025587|22
40025592|25
40026045|23
40027823|20
40027931|25
40028650|25
40029288|25
40029764|19
40035587|25
40035666|25
40036191|18
40036304|24
40036713|25
40037256|23
40037360|24
40037459|20
40037637|25
40037747|18
40037899|19
40037933|20
40038141|22
40038319|24
40038402|23
40038430|24
40038782|20
40039334|25
40039587|25
40039878|14
40039984|25
40039988|24
40040023|7
40040064|25
40040102|23
40040182|24
40040212|24
40040214|24
40040231|24
40040341|21
40040568|19
40040721|22
40041056|25
40041116|25
40041533|24
40041736|19
40041931|25
40041984|24
40042209|24
40042279|23
40042321|21
40042347|22
40042560|22
40042622|25
40042828|25
40042837|25
40042852|25
40042936|23
40042984|23
40043099|12
40043655|4
40043742|17
40043821|24
40044081|23
40044788|25
40045076|25
40046329|25
40046441|23
40046540|25
40046751|24
40046891|23
40047162|20
40047216|3
40047324|22
40047376|5
40047530|4
40047659|19
40047673|20
40047831|24
40047903|25
40047923|23
40047970|25
40047980|25
40048029|25
40048329|23
40048678|22
40048683|24
40048687|25
40049014|22
40049086|25
40049120|25
40049141|25
40049791|25
40049792|23
40049797|7
40049885|25
40049963|25
40050049|25
40050131|24
40050266|25
40050295|0
40050402|24
40050452|5
40050459|25
40050768|19
40050868|25
40051203|19
40051371|25
40051703|23
40051749|25
40051832|25
40052560|24
40052764|24
40053228|22
40053569|21
40053616|25
40053703|24
40053915|24
40054007|22
40054043|24
40054401|23
40054994|25
40055006|25
40055181|20
40055654|15
40055881|4
40055906|25
40056148|24
40056384|20
40056518|23
40056880|24
40056951|23
40057057|25
40057063|25
40057170|3
40057171|22
40057606|25
40057747|25
40057918|25
40057938|11
40057974|25
40058018|24
40058178|13
40058698|24
40058719|25
40059016|24
40059043|22
40059347|25
40059380|20
40059599|25
40059790|24
40059801|25
40059809|25
40059882|25
40061730|23
40067532|12
40067635|25
40068007|24
40068182|24
40068723|25
40068814|25
40069412|19
40069488|18
40069682|22
40069746|25
40070088|25
40070438|24
40070634|23
40070674|19
40070734|25
40070762|25
40070778|25
40070841|22
40070973|24
40070981|25
40071010|20
40071018|22
40071067|25
40071095|24
40071098|24
40071101|24
40071148|22
40071233|25
40071238|25
40071241|25
40071287|25
40071318|22
40072262|23
40073031|24
40073336|25
40074083|24
40074814|24
40074816|23
40074965|22
40075053|25
40075234|20
40075268|24
40075419|25
40075470|20
40075606|20
40076180|24
40078157|21
