40
25654122|40
27799772|40
40001592|23
40002008|40
40011611|40
40013040|34
40014110|39
40016111|40
40017644|40
40019895|39
40019989|40
40020854|36
40021144|40
40021336|23
40021718|40
40022105|40
40022978|39
40024460|34
40024912|37
40025587|35
40025592|39
40026045|32
40027823|40
40027931|35
40028650|33
40029288|40
40029764|40
40035587|35
40035666|23
40036191|39
40036304|36
40036713|38
40037256|40
40037360|21
40037459|31
40037637|36
40037747|39
40037899|26
40037933|0
40038141|39
40038319|38
40038402|35
40038430|39
40038782|22
40039334|40
40039587|40
40039878|38
40039984|37
40039988|35
40040023|31
40040064|37
40040102|39
40040182|36
40040212|37
40040214|36
40040231|40
40040341|24
40040568|32
40040721|40
40041056|29
40041116|35
40041533|34
40041736|20
40041931|39
40041984|29
40042209|38
40042279|34
40042321|38
40042347|40
40042560|33
40042622|29
40042828|36
40042837|37
40042852|40
40042936|37
40042984|18
40043099|19
40043655|27
40043742|39
40043821|40
40044081|9
40044788|40
40045076|40
40046329|37
40046441|29
40046540|36
40046751|40
40046891|39
40047162|37
40047216|40
40047324|38
40047376|21
40047530|30
40047659|34
40047673|39
40047831|33
40047903|40
40047923|40
40047970|40
40047980|40
40048029|40
40048329|40
40048678|39
40048683|38
40048687|37
40049014|37
40049086|35
40049120|38
40049141|36
40049791|39
40049792|36
40049797|17
40049885|40
40049963|40
40050049|40
40050131|32
40050266|21
40050295|28
40050402|37
40050452|40
40050459|40
40050768|29
40050868|40
40051203|30
40051371|40
40051703|37
40051749|39
40051832|40
40052560|37
40052764|40
40053228|40
40053569|35
40053616|35
40053703|29
40053915|40
40054007|39
40054043|40
40054401|25
40054994|40
40055006|40
40055181|40
40055654|21
40055881|40
40055906|40
40056148|37
40056384|38
40056518|39
40056880|40
40056951|38
40057057|28
40057063|39
40057170|38
40057171|39
40057606|40
40057747|40
40057918|40
40057938|39
40057974|40
40058018|40
40058178|40
40058698|40
40058719|40
40059016|40
40059043|38
40059347|37
40059380|40
40059599|40
40059790|35
40059801|27
40059809|37
40059882|40
40061730|29
40067532|40
40067635|40
40068007|40
40068182|17
40068723|40
40068814|32
40069412|37
40069488|32
40069682|32
40069746|40
40070088|26
40070438|37
40070634|40
40070674|37
40070734|40
40070762|40
40070778|40
40070841|34
40070973|38
40070981|37
40071010|18
40071018|35
40071067|40
40071095|38
40071098|38
40071101|16
40071148|40
40071233|40
40071238|37
40071241|39
40071287|40
40071318|37
40072262|39
40073031|36
40073336|39
40074083|35
40074814|29
40074816|28
40074965|24
40075053|36
40075234|17
40075268|23
40075419|36
40075470|37
40075606|37
40076180|40
40078157|37
